Last name;First name;ID;photoURL;group;position;country;party;telephone_1;telephone_2;email_1;address_brussels;address_strassbourg;tw_link;fb_link;ig_link;web_link;yt_link;li_link;D-ZA;D-MD;SEDE;ENVI;BUDG;D-CA;DNAT;AFET;SANT;D-BR;D-UA;CULT;D-RS;FISC;HOUS;DAFR;DCAB;DPAL;QUE;DSEE;ECON;REGI;DEVE;DMAG;DAND;CPDE;DACP;DSAS;PETI;D-AL;BCPR;D-IR;DCAR;CPCO;D-US;JURI;DASE;AFCO;D-CN;DEEA;D-MK;BURO;IMCO;DMED;ID;D-BY;D-AF;TRAN;D-IL;D-RU;EUDS;D-ME;FEMM;CONT;DKOR;DLAT;LIBE;D-IN;DMER;D-UK;D-JP;DROI;DARP;D-MX;PE;PECH;AGRI;ITRE;D-IQ;DPAP;DANZ;DPAC;DMAS;DEPA;DCAM;DCAS;DSCA;EMPL;D-TR;D-CL;INTA;find_me_URL
ŞTEFĂNUȚĂ;Nicolae;58766;https://www.europarl.europa.eu/mepphoto/58766.jpg;Group of the Greens/European Free Alliance;Member;Romania;Independent;0032 2 28 45865;0033 3 88 1 75865;nicolae.stefanuta@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 04F365, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T12087, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/nicustefanuta;https://www.facebook.com/NicuStefanutaMEP/;https://www.instagram.com/nicustefanuta;https://www.stefanuta.ro/;https://www.youtube.com/@nicustefanuta8525/videos;https://www.linkedin.com/in/nicolaestefanuta/;;Substitute;;;Member;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;Member;;;58766;;;;;;;;;;;;;;;;;;;;Vice-President;;Substitute;Member;;;;;;Member;;;;;;;;https://www.europarl.europa.eu/meps/en/58766
STEGER;Petra;220897;https://www.europarl.europa.eu/mepphoto/220897.jpg;Patriots for Europe Group;Member;Austria;Freiheitliche Partei Österreichs;0032 2 28 45484;0033 3 88 1 75484;petra.steger@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 07M089, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T02107, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/stegerpetra;https://www.instagram.com/stegerpetra/;;https://www.youtube.com/@PetraSteger-hp1re;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;220897;;;;;;;;;;;;Member;;;;;;;;;;;Substitute;;;;;;;;;;;Substitute;;;https://www.europarl.europa.eu/meps/en/220897
STIER;Davor Ivo;119435;https://www.europarl.europa.eu/mepphoto/119435.jpg;Group of the European People's Party (Christian Democrats);Member;Croatia;Hrvatska demokratska zajednica;0032 2 28 45798;0033 3 88 1 75798;davorivo.stier@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 12E217, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T08045, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;https://www.instagram.com/davor_ivo_stier/;;;;;;;;;;;Member;;;;;;;;;;;;Chair;;;;;Substitute;Member;;;;;;;;;;;;;;;;;;;119435;;;;;;;;;;;Member;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/119435
STORM;Kristoffer;257025;https://www.europarl.europa.eu/mepphoto/257025.jpg;European Conservatives and Reformists Group;Member of the Bureau;Denmark;Danmarksdemokraterne;0032 2 28 45926;0033 3 88 1 75926;kristoffer.storm@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 01U026, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M03102, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/kristofferstorm;https://www.facebook.com/KristofferHjortStorm/;https://www.instagram.com/kristofferhjortstorm/;;;https://www.linkedin.com/in/kristoffer-storm-0a29b5111/;Substitute;;;Substitute;;;;;Substitute;;;;;;;Member;;;;;;;Member;;;;Member;;;;;;;;;;;;;;;;;;257025;;;;;;;;;;;;;;;;;;;;;;;;;Vice-Chair;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257025
STÖTELER;Sebastiaan;256991;https://www.europarl.europa.eu/mepphoto/256991.jpg;Patriots for Europe Group;Vice-Chair;Netherlands;Partij voor de Vrijheid;0032 2 28 45495;0033 3 88 1 75495;sebastiaan.stoteler@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 07M009, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T03051, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/stoteler_pvv;;;;;;;;Member;Substitute;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;256991;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256991
STOYANOV;Stanislav;257255;https://www.europarl.europa.eu/mepphoto/257255.jpg;Europe of Sovereign Nations Group;Vice-Chair;Bulgaria;Revival;0032 2 28 45880;0033 3 881 75880;stanislav.stoyanov@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 02M017, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. VACLAV HAVEL, V03017, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;Member;;;;;;;;Substitute;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;257255;;;Member;;Member;;;;;;;;Substitute;;;;;;;;;Substitute;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257255
STRACK-ZIMMERMANN;Marie-Agnes;256926;https://www.europarl.europa.eu/mepphoto/256926.jpg;Renew Europe Group;Member of the Bureau;Germany;Freie Demokratische Partei;0032 2 28 45585;0033 3 88 1 75585;marie-agnes.strack-zimmermann@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 09G302, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M02091, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/MAStrackZi;https://www.facebook.com/mastrackzimmermann;https://www.instagram.com/strackzimmermann;https://www.strackzimmermann.de/;https://www.youtube.com/MarieAgnesStrackZimmermannFDP;https://www.linkedin.com/in/strack-zimmermann;;;Chair;;;;Member;Member;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;256926;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;Member;;https://www.europarl.europa.eu/meps/en/256926
STRADA;Cecilia;257101;https://www.europarl.europa.eu/mepphoto/257101.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Italy;Partito Democratico;0032 2 28 45188;0033 3 88 1 75188;cecilia.strada@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 15G351, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T06133, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;257101;;;;;;;;Substitute;;;;Member;;;;;;;;;;;;;;;;Vice-Chair;;;;;Substitute;;;;https://www.europarl.europa.eu/meps/en/257101
STREIT;Joachim;256962;https://www.europarl.europa.eu/mepphoto/256962.jpg;Renew Europe Group;Member;Germany;Freie Wähler;0032 2 28 45614;0033 3 88 1 75614;joachim.streit@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 09G146, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M02081, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/JoachimStreit21;https://www.instagram.com/joachimstreit?igsh=NzFxaDFkbjR1NHp1&utm_source=qr;;;;;;;;Member;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;Substitute;;;;;;;256962;;;;;;;;;;;;;;Substitute;;Member;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256962
STRIK;Tineke;197772;https://www.europarl.europa.eu/mepphoto/197772.jpg;Group of the Greens/European Free Alliance;Member;Netherlands;GroenLinks-PvdA;0032 2 28 45212;0033 3 88 1 75212;tineke.strik@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 06F265, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G05025, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/tineke_strik;;;;;;;;;;;;;Substitute;;;;;;;;Substitute;;;;Vice-Chair;;;;;;;Member;;;Substitute;;;;;;Substitute;;;;;;;;;197772;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197772
STROLENBERG;Anna;256990;https://www.europarl.europa.eu/mepphoto/256990.jpg;Group of the Greens/European Free Alliance;Member;Netherlands;Volt;0032 2 28 45522;0033 3 88 1 75522;anna.strolenberg@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 04F343, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G05013, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;https://www.instagram.com/annastrolenberg/;;;https://www.linkedin.com/in/annastrolenberg/;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;Member;256990;;;;;;;;Substitute;;;;Substitute;;;;;;;;;;Member;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256990
STURDZA;Şerban Dimitrie;257119;https://www.europarl.europa.eu/mepphoto/257119.jpg;European Conservatives and Reformists Group;Member;Romania;Alianța pentru Unirea Românilor;0032 2 28 45927;0033 3 88 1 75927;serban.dimitrie.sturdza@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 00U028, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M04011, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;Substitute;;Member;;;;;;;;;;;;Member;;Member;;Member;;Chair;;;;;;;;;;;;;;;;;257119;;;;;;;;;Substitute;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257119
STÜRGKH;Anna;256839;https://www.europarl.europa.eu/mepphoto/256839.jpg;Renew Europe Group;Member;Austria;NEOS – Das Neue Österreich;0032 2 28 45683;0033 3 88 1 75683;anna.sturgkh@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 09G251, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M02083, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;Substitute;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;256839;;;;;;;;;;;;;;;Substitute;;;;;;;;Member;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256839
SYPNIEWSKI;Marcin;257070;https://www.europarl.europa.eu/mepphoto/257070.jpg;Europe of Sovereign Nations Group;Member;Poland;Konfederacja Wolność i Niepodległość;0032 2 28 45882;0033 3 881 75882;marcin.sypniewski@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 02M089, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. VACLAV HAVEL, V04022, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/sypniewskimarcin;;https://marcinsypniewski.pl;https://youtube.com/@MarcinSypniewski?si=Or1jsHUQjQjy-EbI;https://linkedin.com/in/sypniewskimarcin;;;;;;;;;;;;;;;;;Member;;;;;;;;;;Substitute;;Substitute;;;;Member;;Substitute;Substitute;;;;;;;;;257070;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257070
SZCZERBA;Michał;257026;https://www.europarl.europa.eu/mepphoto/257026.jpg;Group of the European People's Party (Christian Democrats);Member;Poland;Platforma Obywatelska;0032 2 28 45804;0033 3 88 1 75804;michal.szczerba@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 13E262, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T10045, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/michalszczerba;https://www.facebook.com/posel.szczerba;https://www.instagram.com/michal.szczerba/;;;;;;Member;;;;Substitute;Member;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;257026;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;Vice-Chair;;;;;https://www.europarl.europa.eu/meps/en/257026
SZEKERES;Pál;256855;https://www.europarl.europa.eu/mepphoto/256855.jpg;Patriots for Europe Group;Member;Hungary;Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt;0032 2 28 45960;0033 3 88 1 75960;pal.szekeres@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 03M121, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T06021, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;256855;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;Member;Member;;;;https://www.europarl.europa.eu/meps/en/256855
SZYDŁO;Beata;197553;https://www.europarl.europa.eu/mepphoto/197553.jpg;European Conservatives and Reformists Group;Member;Poland;Prawo i Sprawiedliwość;0032 2 28 45754;0033 3 88 1 75754;beata.szydlo@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 06U034, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M06091, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/BeataSzydlo;https://facebook.com/BeataSzydlo;https://instagram.com/szydlo.beata;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;197553;;;Substitute;;;Member;;;;;Substitute;;;;;;;;;;;;Member;;;;;;;;;;;;Substitute;;https://www.europarl.europa.eu/meps/en/197553
TAMBURRANO;Dario;124813;https://www.europarl.europa.eu/mepphoto/124813.jpg;The Left group in the European Parliament - GUE/NGL;Member;Italy;Movimento 5 Stelle;0032 2 28 45915;0033 3 88 1 75915;dario.tamburrano@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 01H347, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G02011, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;124813;;;Substitute;;Member;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/124813
TÂNGER CORRÊA;António;257050;https://www.europarl.europa.eu/mepphoto/257050.jpg;Patriots for Europe Group;Vice-Chair;Portugal;Chega;0032 2 28 45516;0033 3 88 1 75516;antonio.tangercorrea@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 07M033, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T03067, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;Member;;;;Member;;;;257050;;;;;;Member;;;;;;Substitute;;;;;;Member;;;Member;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257050
TARCZYŃSKI;Dominik;204346;https://www.europarl.europa.eu/mepphoto/204346.jpg;European Conservatives and Reformists Group;Member;Poland;Prawo i Sprawiedliwość;0032 2 28 45380;0033 3 88 1 75380;dominik.tarczynski@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 06U019, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M06079, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/d_tarczynski;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;Member;Member;;;;;;;;;204346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;https://www.europarl.europa.eu/meps/en/204346
TARQUINIO;Marco;257160;https://www.europarl.europa.eu/mepphoto/257160.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Italy;Partito Democratico;0032 2 28 45193;0033 3 88 1 75193;marco.tarquinio@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 15G242, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T06066, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;Member;;;Member;Substitute;;;Chair;;;;;;;;;;;;;;;257160;;;;;;;;;;;;Substitute;;;;;Member;;;;;;;;;;Substitute;;;;;;;;Member;;https://www.europarl.europa.eu/meps/en/257160
TARR;Zoltán;256863;https://www.europarl.europa.eu/mepphoto/256863.jpg;Group of the European People's Party (Christian Democrats);Member;Hungary;Tisztelet és Szabadság Párt;0032 2 28 45808;0033 3 88 1 75808;zoltan.tarr@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 12E154, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T08009, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;Member;Member;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;256863;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256863
TÂRZIU;Claudiu-Richard;257114;https://www.europarl.europa.eu/mepphoto/257114.jpg;European Conservatives and Reformists Group;Member;Romania;Alianța pentru Unirea Românilor;0032 2 28 45929;0033 3 88 1 75929;claudiu-richard.tarziu@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 00U046, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M04003, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/claudiutarziuaur/;;;;;;Member;Substitute;Member;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;257114;;;;;;Substitute;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;Member;;;https://www.europarl.europa.eu/meps/en/257114
TAVARES;Carla;257071;https://www.europarl.europa.eu/mepphoto/257071.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Portugal;Partido Socialista;0032 2 28 45222;0033 3 88 1 75222;carlamaria.nunestavares@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 13G269, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T07048, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/CarlaTavaresPartidoSocialista;https://www.instagram.com/carlatavares_ps;;;https://www.linkedin.com/in/carla-tavares-26648660?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app;;;;;Member;;;;;;;;;;;Substitute;;;;;Substitute;;Substitute;;;;Substitute;;;;;;;;;;;;;;;;;;257071;;;;;Member;;;Substitute;Member;;Substitute;;Vice-Chair;;;;;;;;;;;;;;;;Vice-Chair;;;;;;;;https://www.europarl.europa.eu/meps/en/257071
TEGETHOFF;Kai;256965;https://www.europarl.europa.eu/mepphoto/256965.jpg;Group of the Greens/European Free Alliance;Member;Germany;Volt;0032 2 28 45532;0033 3 88 1 75532;kai.tegethoff@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 04F376, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G05009, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/kai.tegethoff.90;https://www.instagram.com/kaitegethoff/;;;https://www.linkedin.com/in/kaitegethoff;;;;Substitute;Substitute;;;;;;;;;;;;Substitute;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;256965;;;Member;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256965
TEMIDO;Marta;210480;https://www.europarl.europa.eu/mepphoto/210480.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Portugal;Partido Socialista;0032 2 28 45223;0033 3 88 1 75223;marta.temido@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 13G209, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T07085, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;Member;;;;Member;Substitute;;;;;;;Substitute;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;Member;210480;;;;Member;;;;;;;;;;;;;Vice-Chair;;;;;Substitute;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/210480
TEODORESCU;Georgiana;257116;https://www.europarl.europa.eu/mepphoto/257116.jpg;European Conservatives and Reformists Group;Member;Romania;Alianța pentru Unirea Românilor;0032 2 28 45931;0033 3 88 1 75931;georgiana.teodorescu@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 00U036, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M04008, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;257116;;;;;;;;Substitute;;;;Member;;;;;;;;;;;Substitute;;;;;;;;;;Member;;;;https://www.europarl.europa.eu/meps/en/257116
TEODORESCU MÅWE;Alice;257089;https://www.europarl.europa.eu/mepphoto/257089.jpg;Group of the European People's Party (Christian Democrats);Member;Sweden;Kristdemokraterna;0032 2 28 45818;0033 3 88 1 75818;alice.teodorescumawe@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 08F341, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T08036, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/alicemedce;;https://www.instagram.com/europaalice/;;;;;;Member;;;;;Substitute;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;257089;;;;Member;;;;;;;Member;Member;;;;;Substitute;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257089
TERHEŞ;Cristian;197655;https://www.europarl.europa.eu/mepphoto/197655.jpg;European Conservatives and Reformists Group;Member of the Bureau;Romania;Partidului Național Conservator Român;0032 2 28 45104;0033 3 88 1 75104;cristian.terhes@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 00U008, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M04001, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/cristianterhes;https://www.facebook.com/CristianVTerhes/;;;;;Member;;;;;;;Member;;;;;;;;Substitute;;;;;;;;;;;Substitute;;Substitute;Member;;;;;Substitute;;;;;;;;;;197655;;;;;;Member;;;Vice-Chair;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197655
TER LAAK;Ingeborg;256968;https://www.europarl.europa.eu/mepphoto/256968.jpg;Group of the European People's Party (Christian Democrats);Member;Netherlands;Christen Democratisch Appèl;0032 2 28 45825;0033 3 88 1 75825;ingeborg.terlaak@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 08E210, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T11021, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/ingeborgterlaak;;https://www.instagram.com/iterlaak/;;;;;;;Member;;;;Substitute;Substitute;;;;;;;Vice-Chair;;;;;;;;;;;Vice-Chair;;;;;;;;Substitute;;;;;;;;;;256968;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256968
TERRAS;Riho;204449;https://www.europarl.europa.eu/mepphoto/204449.jpg;Group of the European People's Party (Christian Democrats);Member;Estonia;Isamaa;0032 2 28 45184;0033 3 88 1 75184;riho.terras@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 12E102, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T08044, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/RihoTerras;https://www.facebook.com/terraseuroopa;https://www.instagram.com/terras_euroopa/;;;;;;Vice-Chair;;;;;Member;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;204449;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/204449
TERTSCH;Hermann;197831;https://www.europarl.europa.eu/mepphoto/197831.jpg;Patriots for Europe Group;Vice-Chair;Spain;VOX;0032 2 28 45655;0033 3 88 1 75655;hermann.tertsch@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 05M011, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T03059, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/hermanntertsch;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;197831;;;;;;Substitute;;;;;Member;;;;;;;;;;;;;;;;;;;Substitute;;;;;Member;Substitute;https://www.europarl.europa.eu/meps/en/197831
